i0,idx,s0,novelty,sid,genre,human_ans
2279,11464,"Improved morale would also make possible organizational advances outside parliament, all linked to the issue of Ulster, and with the sights fixed firmly on the next election, an election that would <b>make</b> or break the Union, the Empire and Law's leadership of the party.",-0.161,ew1-fragment01-71,ACPROSE,build seal
2280,11467,"All was linked to the <b>sense</b> of a new departure, a "" new style "", a "" new regime in politics "" and a new team at the helm: as well as a new leader, the party had by the middle of 1912 a new Chief Whip, Party Chairman, party treasurer, principal agent, press adviser, and an almost entirely new team of Whips and organizers.",-0.147,ew1-fragment01-72,ACPROSE,feeling atmosphere feel
2281,11476,Party organization provided the easiest <b>advances</b> because it was the only area entirely under the party's control.,0.312,ew1-fragment01-73,ACPROSE,gains development progression progressions
2282,11478,Party organization provided the easiest advances because it was the only area entirely under the party's <b>control</b>.,-0.061,ew1-fragment01-73,ACPROSE,authority command ambit
2283,11483,"The space available to Central Office was increased by the acquisition of St Stephen's House as well as St Stephen's Chambers, which had been occupied since 1874; the new office cost $3,000 a year in rent <b>alone</b>.",-0.182,ew1-fragment01-75,ACPROSE,only outstanding
2284,11487,"Finally, Malcolm Fraser, ex-editor of the Standard and of the Daily Express became first honorary press adviser and subsequently was employed to <b>run</b> the press bureau at the colossal salary of £1,200.",-0.242,ew1-fragment01-80,ACPROSE,manage head operate lead
2285,11499,A new canvass system was introduced in 1911 so that all county constituencies would operate the same <b>system</b> and so that duplicate records could be kept at area level.,-0.152,ew1-fragment01-83,ACPROSE,way approach plan structure arrangement
2286,11506,"By November 1912 only fifty-one constituencies in Great Britain were without candidates, a much better <b>position</b> than the position at dissolution in either 1909 or 1910; few of these fifty-one constituencies were winnable, but in any case most of them had candidates by the end of 1913.",0.176,ew1-fragment01-86,ACPROSE,situation place assignment
2287,11525,"The method adopted was to canvass for capital donations that could then be invested to bring in a regular income, and both Balfour and Law were used to <b>raise</b> the wind.",0.229,ew1-fragment01-92,ACPROSE,promote build create follow lift
2288,11532,"In three other areas, as much political as organizational, <b>advances</b> were made towards the management of the press, the coordination of the heterogeneous collection that made up the party, and the fostering of modern attitudes in the local parties.",-0.059,ew1-fragment01-97,ACPROSE,steps improvements progress developments progressions
2289,11545,"I told Northcliffe that if his people would make enquiries at our Central Office, he would find that our nightly <b>regiment</b> of speakers was at least as well worth reporting as the Radical contingent, but that I realized that from the Press point of view, no doubt, our speakers did not play up to the reporters by> handing them their speeches in advance, and by other tricks of the kind to which the Radical orators have recourse.",0.6,ew1-fragment01-100,ACPROSE,group crew company
2290,11547,"I told Northcliffe that if his people would make enquiries at our Central Office, he would find that our nightly regiment of speakers was at least as well worth reporting as the Radical contingent, but that I realized that from the Press <b>point</b> of view, no doubt, our speakers did not play up to the reporters by> handing them their speeches in advance, and by other tricks of the kind to which the Radical orators have recourse.",-0.273,ew1-fragment01-100,ACPROSE,glare perspective type angle
2291,11550,"I told Northcliffe that if his people would make enquiries at our Central Office, he would find that our nightly regiment of speakers was at least as well worth reporting as the Radical contingent, but that I realized that from the Press point of view, no doubt, our speakers did not play up to the reporters by> handing them their speeches in <b>advance</b>, and by other tricks of the kind to which the Radical orators have recourse.",-0.062,ew1-fragment01-100,ACPROSE,readiness early prior preparation
2292,11551,This was the <b>essence</b> of the problem: the press could only be managed by someone who knew their methods and who would not expect them to come round to Central Office to search for news.,0.394,ew1-fragment01-101,ACPROSE,crux root nature
2293,11554,"The UOC <b>found</b> that "" it is patent that some feeling exists among the Unionist Press that, while in the past they have done much for the Party, the Party has not assisted in their work.",-0.235,ew1-fragment01-102,ACPROSE,discovered established ascertained
2294,11563,"Fraser dealt with this problem without difficulty and explained to Law in 1913 that "" the importance of getting important speeches in advance is shown in <b>concrete</b> manner by your Wallsend speech on October 29th.",0.121,ew1-fragment01-104,ACPROSE,firm explicit solid conclusive
2295,11564,"The verbatim reports <b>reached</b> most of the newspapers in places such as Aberdeen at one o "" clock in the morning of the 30th. """,-0.031,ew1-fragment01-105,ACPROSE,gained cleared entered made
2296,11574,"So in the supply of information to newspapers <b>predisposed</b> to support the party, much was achieved merely by employing a specialist.",0.471,ew1-fragment01-112,ACPROSE,inclined minded willing given
2297,11577,"The other side of press management, depending on informal <b>contacts</b>, is less easy to assess.",0.235,ew1-fragment01-113,ACPROSE,people acquaintances
2298,11581,"He also used Law himself to impress editors who were on less familiar terms with Fraser, as with Marlowe of the Daily Mail, and Law <b>took</b> a direct interest in negotiations with the most difficult of all the Unionist editors, J. L. Garvin of the Observer.",-0.265,ew1-fragment01-115,ACPROSE,maintained applied held observed had
2299,11584,"Law personally conducted the negotiations with Gardner Sinclair over the sale of the Observer and the Pall Mall Gazette in 1914; this negotiation also <b>demonstrates</b> that, as well as producing information and nursing editors, the party had to work hard to keep some of the newspapers in business.",0.03,ew1-fragment01-116,ACPROSE,shows illustrates exhibits establishes
2300,11598,"All these transactions were secret, for there would be little use in keeping a paper alive if it were known to be <b>owned</b> by a political party.",-0.031,ew1-fragment01-120,ACPROSE,possessed run maintained claimed ruled
2301,11600,It was usual to <b>extract</b> some form of guarantee in exchange for party support but the secrecy prevented such undertakings from being enforced.,0.0,ew1-fragment01-122,ACPROSE,procure take select withdraw remove
2302,11602,It was usual to extract some form of guarantee in <b>exchange</b> for party support but the secrecy prevented such undertakings from being enforced.,-0.156,ew1-fragment01-122,ACPROSE,trade trace trading return
2303,11608,"The later history of the Daily Express suggests not: when the Express became hostile in the 1920s, Younger raged "" when I think of the <b>large</b> sum of money this office has put into that gutter print it makes my blood boil "".",0.125,ew1-fragment01-124,ACPROSE,huge enormous substantial
2304,11610,"The later history of the Daily Express suggests not: when the Express became hostile in the 1920s, Younger raged "" when I think of the large sum of money this office has put into that <b>gutter</b> print it makes my blood boil "".",0.424,ew1-fragment01-124,ACPROSE,tabloid awful
